Point11Sift0VIP.jpg,67,1,1,16,37,6,0,16,17,9,3,15,48,11,18,14,79,39,22,4,7,4,30,112,5,16,20,24,54,31,59,101,67,3,1,17,46,7,1,12,31,30,19,23,71,10,4,11,70,112,87,13,5,1,20,100,5,70,112,72,37,18,40,30,51,2,1,18,48,8,2,12,52,29,13,21,52,12,76,53,78,50,36,15,10,6,97,112,15,15,19,40,75,57,72,83,34,2,1,12,51,7,0,9,30,55,50,14,34,5,11,18,22,112,112,6,3,3,30,46,4,42,80,82,33,9,15,10
Point12Sift4VIP.jpg,45,45,61,28,45,25,30,25,83,82,85,52,86,37,36,45,78,105,105,56,91,58,38,38,63,105,105,43,69,65,90,30,56,35,65,35,37,15,25,29,77,27,28,43,43,15,18,41,39,28,32,42,51,21,26,33,39,33,43,26,37,15,19,29,60,19,25,28,44,38,51,36,63,20,15,29,37,12,16,43,50,34,46,56,88,31,55,41,26,43,78,25,26,39,77,21,15,19,40,11,13,23,48,13,18,20,33,15,15,19,39,17,19,20,27,15,17,20,37,19,12,14,19,10,10,21,40,12
Point12Sift5VIP.jpg,54,65,101,33,55,43,52,24,98,104,98,50,95,58,42,37,75,104,104,49,99,74,50,29,50,93,104,30,53,65,100,22,38,30,61,25,27,15,28,21,65,24,28,41,43,13,19,35,42,28,35,39,50,18,24,31,41,35,51,28,39,16,17,27,35,15,21,18,27,28,49,21,54,15,11,23,34,13,15,35,32,27,37,39,55,25,52,30,25,27,52,20,23,28,58,22,16,23,56,12,13,23,60,10,19,24,44,13,15,25,61,13,14,22,43,12,13,21,53,15,9,13,28,9,9,16,39,11
Point12Sift8VIP.jpg,71,64,104,22,67,56,102,18,100,91,89,28,101,87,59,23,50,78,104,22,66,71,98,18,46,77,82,15,45,71,75,11,45,29,57,27,42,15,23,23,67,40,57,42,61,24,21,33,55,48,62,38,60,28,29,29,46,43,50,27,46,26,21,22,15,11,35,14,15,14,49,15,39,11,23,22,26,13,25,27,17,16,42,21,22,14,55,17,26,10,28,19,19,12,28,18,16,15,68,10,13,14,56,8,32,24,52,12,25,23,56,10,17,20,65,10,16,21,63,10,19,16,40,11,18,26,44,8
Point13Sift3VIP.jpg,7,6,7,8,5,12,15,9,12,78,20,2,7,72,47,14,21,124,45,2,5,109,51,7,22,87,58,42,12,37,21,31,14,93,20,3,3,25,16,11,22,38,8,2,1,13,31,24,15,61,19,11,17,115,23,8,10,124,42,5,10,124,47,25,9,124,27,1,8,124,48,6,8,124,53,5,4,63,30,7,5,42,39,8,6,11,4,2,6,34,14,3,4,53,18,2,2,15,3,2,12,63,36,6,1,82,24,3,20,124,56,2,3,124,57,4,4,103,22,1,10,59,22,5,1,7,5,2
Point13Sift4VIP.jpg,5,31,9,6,8,24,13,4,11,108,33,3,9,65,37,10,23,113,33,2,5,58,26,10,20,23,22,15,13,30,16,18,12,113,20,3,4,81,23,7,22,64,12,3,5,29,24,17,15,113,28,6,18,113,30,5,23,113,47,17,12,66,29,37,3,62,11,4,15,113,41,4,6,113,44,3,4,113,43,7,5,86,38,9,6,35,13,3,5,74,24,3,5,61,18,4,3,113,31,2,5,74,24,3,1,53,11,0,12,113,39,2,2,112,34,2,10,113,42,1,7,80,24,3,1,39,9,4
Point1Sift6VIP.jpg,15,30,15,2,3,74,62,10,14,79,48,2,2,84,94,10,79,55,24,27,103,40,39,33,118,18,4,29,95,22,1,23,28,31,10,2,1,11,27,21,12,32,25,6,6,67,95,17,64,22,13,36,118,63,51,33,118,31,6,37,114,37,7,33,36,32,13,3,4,2,3,6,21,29,23,10,15,10,4,8,76,37,26,51,118,24,5,19,118,31,14,24,84,27,20,60,33,16,2,1,2,1,1,8,15,10,4,4,10,6,4,9,97,11,4,23,118,17,4,16,102,15,4,9,46,3,1,18
Point3Sift3VIP.jpg,4,7,71,3,11,19,121,14,47,27,65,11,27,22,62,25,47,5,73,26,1,10,121,77,5,4,36,17,2,7,120,52,12,19,7,7,72,38,72,7,62,72,3,6,121,75,15,3,121,106,1,1,2,7,8,14,5,3,4,5,8,9,9,6,9,14,33,7,24,27,18,6,21,32,13,7,96,121,9,4,121,121,18,11,12,65,11,12,19,47,24,14,4,3,5,12,2,10,32,6,2,17,40,5,3,3,15,78,26,48,25,11,22,36,30,95,24,57,28,35,15,121,26,4,4,13,6,4
Point3Sift5VIP.jpg,1,9,76,5,1,4,44,4,7,13,87,14,1,4,68,27,4,4,114,42,1,7,114,74,2,1,87,67,0,5,114,56,10,11,49,5,14,28,114,18,51,39,50,7,93,44,96,22,87,33,52,17,5,17,98,65,6,6,21,11,5,13,88,36,20,22,18,8,26,29,17,7,34,46,9,5,114,114,4,2,114,114,6,5,13,37,4,4,11,12,10,9,9,7,6,10,3,13,42,8,4,19,48,4,7,9,19,34,27,81,23,5,47,67,23,51,24,65,18,17,16,94,21,5,3,6,5,7
Point3Sift6VIP.jpg,1,9,80,5,0,5,53,5,6,11,88,15,1,4,78,27,2,4,113,42,1,7,113,74,1,1,83,70,0,4,113,57,8,8,54,6,15,29,113,22,60,39,54,8,71,46,81,24,67,26,63,20,1,16,113,74,5,5,25,14,5,12,93,44,21,13,19,8,34,27,19,11,42,55,7,5,113,113,5,2,113,113,7,4,7,26,4,6,8,8,8,8,9,6,6,10,3,12,42,7,4,22,44,6,8,9,15,34,26,91,19,6,48,74,30,44,18,59,18,15,19,83,20,4,3,6,4,8
